"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.responses"	"Answer.total_left"	"Answer.total_top"	"Answer.total_right"	"Answer.total_correct"	"Answer.correct_ordered_trials"	"Answer.position_chosen_trial"	"Answer.odd_one_pos"	"Answer.example_chosen_positions"	"Answer.time_shown"	"Answer.showing_buttons"	"Answer.showing_trial_counter"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3IAEQB9FMEK3DUC2YKOSMT1B4XADW1"	"ACIHCWKHNFC7U"	"Approved"	"Wed Mar 11 07:10:02 PDT 2015"	"Tue Mar 10 14:18:44 PDT 2015"	"Tue Mar 10 14:30:02 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1]"	"32"	"23"	"11"	"26"	"[0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1]"	"[1,1,1,1,1,0,0,0,0,1,1,0,2,2,2,1,0,2,0,1,1,0,1,1,1,0,0,2,2,2,1,0,2,1,0,2,2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1]"	"[2,0,1,0,1,0,0,1,2,2,2,0,1,2,1,0,2,2,0,1,1,0,1,0,2,2,2,1,1,2,0,1,2,2,0,1,0,2,1,0,1,1,2,0,0,2,2,1,1,0,2,1,2,1,1,1,1,1,2,2,1,1,2,2,0,1]"	"[1,1,1,1]"	"250"	"0"	"0"	"""Memory"""	""""""	"""29"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3SB4CE2TJVVK4NEGOFTCYB7CSWJAXP"	"A39F4C1JL69VL5"	"Approved"	"Wed Mar 11 07:10:10 PDT 2015"	"Tue Mar 10 14:17:36 PDT 2015"	"Tue Mar 10 14:30:10 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0]"	"16"	"17"	"33"	"25"	"[0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0]"	"[1,0,2,2,2,1,2,2,1,2,0,2,1,2,1,1,2,2,0,2,0,2,2,1,1,2,0,2,2,0,2,1,0,0,0,2,0,0,2,2,2,1,1,1,0,2,2,2,0,2,2,1,2,2,2,1,0,0,2,1,2,2,1,0,2,0]"	"[2,0,2,0,0,1,1,2,1,2,1,0,0,0,1,0,1,1,1,2,0,1,2,1,2,1,1,1,2,0,1,0,2,2,1,0,2,1,1,2,1,2,1,2,1,0,2,1,2,0,2,1,2,2,1,1,0,1,0,2,2,0,1,0,0,1]"	"[0,1,2,1]"	"250"	"0"	"0"	"""Difference identification."""	""""""	"""19"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3CFVK00FWLLOHRLOKJ9C7CA3P4JL6O"	"A36SM7QM8OK3H6"	"Approved"	"Wed Mar 11 07:10:27 PDT 2015"	"Tue Mar 10 14:17:00 PDT 2015"	"Tue Mar 10 14:30:27 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1]"	"15"	"20"	"31"	"30"	"[1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1]"	"[1,2,2,0,2,2,2,0,0,1,2,2,1,2,2,2,1,2,2,0,1,2,0,0,2,2,1,0,1,0,2,2,0,2,2,2,0,0,1,0,2,0,2,0,2,0,2,0,1,2,2,2,2,1,1,0,1,2,1,0,2,2,0,1,1,0]"	"[1,0,0,0,0,2,2,1,2,1,1,2,0,2,1,2,0,2,2,2,1,0,0,0,1,1,0,1,1,0,2,0,0,0,1,0,0,2,0,1,1,1,2,0,2,2,1,1,2,2,2,1,1,2,0,0,2,2,1,0,1,2,2,2,1,0]"	"[0,2,2,1]"	"250"	"0"	"0"	"""picking a different shape"""	"""I'm not sure I was any good at this, but I did try"""	"""27"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3Q5C1WP23M1F8GH6MQHOVRNPV3451N"	"A3B4CNX1GH6O54"	"Approved"	"Wed Mar 11 07:10:55 PDT 2015"	"Tue Mar 10 14:23:50 PDT 2015"	"Tue Mar 10 14:30:55 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0]"	"16"	"41"	"9"	"28"	"[0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1]"	"[0,1,0,0,2,2,2,0,0,2,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,2,2,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0]"	"[2,2,0,2,0,2,0,1,2,1,2,1,1,0,1,1,0,1,0,1,1,2,0,2,1,0,1,1,1,2,2,2,2,0,1,2,2,2,0,1,1,2,0,1,1,0,2,2,0,0,2,0,2,0,2,0,1,0,2,0,0,1,1,2,1,0]"	"[1,1,2,1]"	"250"	"0"	"0"	"""Pick the one of three that was different from the other two"""	"""VERY challenging!!!"""	"""53"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3U5JL4WY5K952YYZFEJLL8LC0MNX41"	"A1ZQUQ98LMO53P"	"Approved"	"Wed Mar 11 07:12:09 PDT 2015"	"Tue Mar 10 14:24:31 PDT 2015"	"Tue Mar 10 14:32:09 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0]"	"22"	"21"	"23"	"19"	"[1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0]"	"[0,1,0,1,0,0,1,0,1,1,0,2,2,0,2,2,0,1,0,0,1,0,2,1,2,0,1,2,0,0,2,1,2,2,2,2,1,1,2,0,2,2,0,2,1,2,2,1,2,1,2,2,1,0,0,2,0,1,1,0,1,2,1,1,0,1]"	"[0,0,1,0,0,0,0,2,2,1,2,2,1,0,1,1,1,2,1,2,0,2,1,2,1,1,2,2,0,0,2,0,2,0,1,1,2,0,2,2,0,2,1,0,2,2,0,0,2,2,2,2,0,1,1,0,0,0,0,0,2,0,2,2,1,0]"	"[1,0,1,0]"	"250"	"0"	"0"	"""figuring out issuess"""	""""""	"""27"""	"""male"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"34YB12FSQYOAK2SFW8JDJG2HJNCGMN"	"A21XD6CWE1JNMQ"	"Approved"	"Wed Mar 11 07:12:40 PDT 2015"	"Tue Mar 10 14:18:20 PDT 2015"	"Tue Mar 10 14:32:40 PDT 2015"	"Tue Mar 10 15:39:03 PDT 2015"	""	""	""	""	"[1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0]"	"11"	"40"	"15"	"28"	"[0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0]"	"[0,0,0,0,2,0,2,1,0,2,2,2,1,2,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,0,1,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,2,1,2,0,0]"	"[2,1,2,1,0,0,0,1,1,1,2,0,0,2,1,1,0,1,1,1,0,1,1,1,1,2,1,1,2,1,0,1,1,1,0,2,0,0,2,2,0,2,0,1,1,2,2,0,2,0,1,0,1,2,0,0,0,0,0,2,2,1,1,1,1,2]"	"[0,0,2,1]"	"250"	"0"	"0"	"""research"""	"""NO"""	"""25"""	"""Male"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3A4TN5196KIBBCBZ3P7H1K9649LHC5"	"A27LGC4MU1R7PQ"	"Approved"	"Wed Mar 11 07:12:46 PDT 2015"	"Tue Mar 10 14:24:55 PDT 2015"	"Tue Mar 10 14:32:46 PDT 2015"	"Tue Mar 10 15:39:04 PDT 2015"	""	""	""	""	"[1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0]"	"20"	"33"	"13"	"28"	"[1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0]"	"[2,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,0,2,1,1,2,0,1,0,1,2,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,0,2]"	"[2,0,1,1,2,0,1,2,0,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,2,1,2,2,2,2,1,1,2,2,1,2,0,0,1,1,1,2,0,0,2,0,2,2,2,0,2,1,0,0,1,1,2,1,1,0,0,0,2,0,0,0]"	"[0,0,2,1]"	"250"	"0"	"0"	"""noticing differences"""	"""no"""	""""""	""""""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3E13VNJ1NNVRK4CLTA0IK0RU0PA1IT"	"A3CQDCNYJAX2X3"	"Approved"	"Wed Mar 11 07:13:24 PDT 2015"	"Tue Mar 10 14:18:37 PDT 2015"	"Tue Mar 10 14:33:24 PDT 2015"	"Tue Mar 10 15:39:04 PDT 2015"	""	""	""	""	"[0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1]"	"31"	"17"	"18"	"31"	"[1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1]"	"[0,1,0,1,2,0,1,1,0,2,1,2,1,1,0,1,2,1,1,0,1,2,1,2,2,1,2,0,1,2,1,2,1,1,2,1,0,1,1,0,2,1,0,1,0,1,0,1,0,1,1,2,2,2,2,2,1,1,1,0,1,0,0,1,0,2]"	"[0,1,2,2,1,0,1,2,2,1,1,0,0,1,2,1,1,1,2,1,1,2,1,0,2,0,0,0,2,2,0,1,2,0,0,1,0,1,1,0,2,0,0,2,0,2,0,1,2,0,0,2,2,0,2,0,0,0,1,0,2,2,0,2,2,2]"	"[0,2,2,1]"	"250"	"0"	"0"	"""Which picture was different"""	"""None"""	"""27"""	"""F"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"36W0OB37HWEOJ5M9V3RPCIARDR7ZHM"	"A2OG7XGWOX5ZEF"	"Approved"	"Wed Mar 11 07:13:25 PDT 2015"	"Tue Mar 10 14:23:47 PDT 2015"	"Tue Mar 10 14:33:25 PDT 2015"	"Tue Mar 10 15:39:04 PDT 2015"	""	""	""	""	"[0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1]"	"25"	"15"	"26"	"27"	"[1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0]"	"[0,1,1,0,1,1,1,1,2,2,0,0,2,1,2,1,2,1,1,2,0,2,1,2,2,0,2,0,1,0,2,2,2,2,2,1,0,0,2,2,2,2,1,0,1,2,0,1,2,1,2,1,1,1,1,1,1,2,0,2,1,2,0,0,2,1]"	"[0,1,0,2,1,2,0,2,2,0,0,1,2,0,2,0,2,0,1,2,2,2,2,2,2,2,2,1,0,2,0,2,1,1,1,2,1,1,2,0,2,0,0,2,1,0,0,0,1,0,1,0,0,1,1,1,1,0,2,1,1,2,0,0,1,0]"	"[0,0,2,1]"	"250"	"0"	"0"	"""identifying the image that was different from the other two"""	"""no"""	"""27"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"39N5ACM9HEN1QV2KAI5V83APKFT9PM"	"A2SYRFPPV9WDEG"	"Approved"	"Wed Mar 11 07:15:15 PDT 2015"	"Tue Mar 10 14:18:13 PDT 2015"	"Tue Mar 10 14:35:15 PDT 2015"	"Tue Mar 10 15:40:05 PDT 2015"	""	""	""	""	"[0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1]"	"34"	"18"	"14"	"27"	"[1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1]"	"[2,1,2,0,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,2,0,1,0,2,2,1,0,2,1,0,2,1,1,2,1,0,2,1,0,1,0,0,1,0,1,2,1,2,1,1,0,1,2,0,2,1]"	"[2,0,2,0,1,1,2,2,0,0,2,0,1,2,0,0,1,2,1,2,0,1,0,0,0,1,2,1,0,2,0,2,2,1,1,0,0,0,1,0,0,0,2,2,2,1,0,0,0,2,2,1,0,1,1,2,1,1,0,0,1,1,2,2,1,1]"	"[1,2,1,1]"	"250"	"0"	"0"	"""difference"""	"""no"""	"""33"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"33PPO7FECVFLCZSX93KDL2S3PMDDIV"	"A4N6HMS8AW9ZB"	"Approved"	"Wed Mar 11 07:16:37 PDT 2015"	"Tue Mar 10 14:30:05 PDT 2015"	"Tue Mar 10 14:36:37 PDT 2015"	"Tue Mar 10 15:40:05 PDT 2015"	""	""	""	""	"[1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0]"	"24"	"17"	"25"	"21"	"[0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0]"	"[0,2,0,2,1,1,1,0,1,2,1,1,0,1,2,0,2,0,1,0,2,0,2,1,1,0,2,0,1,0,0,1,1,2,1,1,0,1,1,2,2,2,1,1,1,2,1,2,0,2,2,2,2,2,2,1,2,0,1,2,2,0,2,0,1,2]"	"[1,0,1,1,1,2,0,2,1,2,0,1,2,2,2,2,0,2,2,2,1,1,0,2,1,0,2,0,1,1,2,2,1,0,0,1,1,2,2,0,0,0,0,0,0,2,0,1,2,1,2,2,2,0,0,0,2,2,1,0,2,2,2,0,0,0]"	"[2,0,2,2]"	"250"	"0"	"0"	"""Peripheral Vision"""	""""""	"""25"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"358010RM5ET4WBHEZAK8UYLPD6KXVD"	"A1HDS5UR6TTFW6"	"Approved"	"Wed Mar 11 07:16:39 PDT 2015"	"Tue Mar 10 14:30:37 PDT 2015"	"Tue Mar 10 14:36:39 PDT 2015"	"Tue Mar 10 15:40:05 PDT 2015"	""	""	""	""	"[1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0]"	"15"	"37"	"14"	"22"	"[0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0]"	"[0,2,2,0,1,1,0,2,0,2,2,0,0,0,1,0,2,0,1,2,0,2,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,2,1,1,0,2,1,2,0,0]"	"[2,1,0,0,1,0,2,1,2,1,2,1,1,0,1,2,2,2,1,0,0,1,1,1,1,0,2,2,2,1,0,2,2,0,2,0,2,0,2,1,1,0,1,1,1,2,0,2,2,1,2,0,0,0,2,2,1,1,2,0,1,2,1,0,2,1]"	"[0,2,0,1]"	"250"	"0"	"0"	"""If you could see differences at a glance."""	"""No """	"""49"""	"""f"""
