"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.responses"	"Answer.total_left"	"Answer.total_top"	"Answer.total_right"	"Answer.total_correct"	"Answer.correct_ordered_trials"	"Answer.position_chosen_trial"	"Answer.odd_one_pos"	"Answer.example_chosen_positions"	"Answer.time_shown"	"Answer.showing_buttons"	"Answer.showing_trial_counter"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3ATPCQ38J8A94S4QTBFEHPELU2EAYW"	"A2SNMMSKX224GR"	"Approved"	"Wed Mar 11 07:19:52 PDT 2015"	"Tue Mar 10 14:30:57 PDT 2015"	"Tue Mar 10 14:39:52 PDT 2015"	"Tue Mar 10 15:40:05 PDT 2015"	""	""	""	""	"[0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1]"	"28"	"23"	"15"	"26"	"[0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0]"	"[0,0,1,1,1,1,2,0,0,0,2,0,2,1,1,0,0,1,0,2,1,2,1,0,1,2,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,1,2,0,2,2,2,1,1,1,0,2,1,2,1,1,0,0,1,1,2,1,1,2,1,1]"	"[2,0,0,1,0,1,0,0,2,2,2,1,1,1,1,1,2,0,0,0,1,2,1,0,1,2,1,0,0,1,2,0,1,2,0,1,2,0,1,1,2,1,0,2,2,0,1,1,1,0,2,1,2,1,2,0,1,1,2,0,2,0,0,0,1,2]"	"[0,0,2,1]"	"250"	"0"	"0"	"""peripheral vision"""	"""thanks !!"""	"""39"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3RYC5T2D73T7UVY64Z5HZOAJQ1YRPQ"	"A2R02DYCDLY75U"	"Approved"	"Wed Mar 11 07:21:14 PDT 2015"	"Tue Mar 10 14:30:53 PDT 2015"	"Tue Mar 10 14:41:14 PDT 2015"	"Tue Mar 10 15:40:05 PDT 2015"	""	""	""	""	"[1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1]"	"21"	"27"	"18"	"25"	"[1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0]"	"[0,2,2,2,1,2,2,2,0,2,1,2,1,0,2,1,0,2,1,0,0,0,1,2,2,0,0,0,0,1,0,0,1,0,1,1,2,1,0,2,0,0,1,0,1,0,2,0,1,2,0,1,1,0,0,1,0,1,0,0,1,1,2,2,1,0]"	"[0,0,2,2,1,1,2,0,2,2,2,1,0,2,0,1,2,2,0,0,0,0,0,2,1,2,2,1,2,2,1,0,1,2,0,1,0,2,2,2,2,0,2,2,2,0,0,2,2,0,1,2,1,2,0,1,2,0,1,2,2,1,2,2,1,2]"	"[0,2,2,1]"	"250"	"0"	"0"	"""I'm really not sure. """	""""""	"""37"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3JV9LGBJWTEYK5DR9OYQBKRMENSOGB"	"A2R2B0S93LKUV4"	"Approved"	"Wed Mar 11 07:24:46 PDT 2015"	"Tue Mar 10 14:40:37 PDT 2015"	"Tue Mar 10 14:44:46 PDT 2015"	"Tue Mar 10 15:40:06 PDT 2015"	""	""	""	""	"[0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1]"	"19"	"18"	"29"	"27"	"[1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0]"	"[1,2,0,2,1,2,1,2,2,1,2,2,0,1,2,1,0,0,1,1,2,2,0,1,0,0,0,2,2,0,1,1,0,1,2,1,0,2,0,1,1,2,1,2,0,2,0,2,1,0,2,2,2,1,2,2,2,0,2,2,1,2,0,0,2,2]"	"[1,2,0,0,0,0,2,0,2,1,1,2,0,2,2,2,1,2,2,1,1,1,0,2,1,2,1,2,1,2,0,1,0,2,0,1,1,0,0,1,1,2,0,2,0,0,2,2,1,2,0,2,1,1,1,2,0,1,0,0,1,0,2,1,2,1]"	"[0,2,2,1]"	"250"	"0"	"0"	"""How people could distinguish between images based on small differences."""	"""The only ones I really felt confident about where the solid color ones"""	"""43"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3BDCF01OGXUQ0BVUQ244Q3UWOEDLYP"	"A1HUUSCZ4I5SOP"	"Approved"	"Wed Mar 11 07:26:16 PDT 2015"	"Tue Mar 10 14:40:03 PDT 2015"	"Tue Mar 10 14:46:16 PDT 2015"	"Tue Mar 10 15:40:06 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0]"	"23"	"33"	"10"	"29"	"[1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0]"	"[2,0,1,1,0,0,1,1,1,2,0,0,1,1,0,1,0,2,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,2,2,2,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,2,1,0]"	"[2,2,0,1,1,2,1,2,0,0,2,2,0,1,1,0,0,2,0,0,1,1,2,0,0,2,0,2,1,1,0,1,2,1,0,0,0,0,2,2,0,0,1,0,1,1,1,0,2,0,2,0,0,0,0,1,1,2,2,2,0,1,1,1,0,2]"	"[0,2,2,1]"	"250"	"0"	"0"	"""identifying the picture that didn't belong"""	"""no"""	"""51"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3UWN2HHPUY5JSPM639SUL9AKCOGSNJ"	"A22R7DT2XQIKXV"	"Approved"	"Wed Mar 11 07:27:40 PDT 2015"	"Tue Mar 10 14:39:56 PDT 2015"	"Tue Mar 10 14:47:40 PDT 2015"	"Tue Mar 10 15:40:06 PDT 2015"	""	""	""	""	"[0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0]"	"36"	"20"	"10"	"28"	"[1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1]"	"[2,1,0,2,1,0,1,1,0,1,1,2,1,0,1,1,1,1,0,1,1,0,2,1,0,1,0,2,1,0,1,1,0,1,0,1,1,1,1,1,2,1,1,0,1,2,1,0,0,1,0,2,1,0,1,1,1,0,1,0,2,1,0,2,1,0]"	"[2,0,2,1,2,2,1,1,0,1,0,1,1,1,1,0,1,1,1,1,2,0,1,2,2,2,1,2,2,2,0,0,0,2,1,2,2,1,2,2,2,0,2,0,1,0,1,2,0,1,2,2,1,0,2,1,2,0,2,2,1,2,0,2,2,0]"	"[2,2,0,1]"	"250"	"0"	"0"	"""to find the odd one out"""	"""no"""	"""28"""	"""M"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3UWN2HHPUY5JSPM639SUL9AKCOHNSF"	"A2YGAEODJ5SSF6"	"Approved"	"Wed Mar 11 07:28:28 PDT 2015"	"Tue Mar 10 14:31:03 PDT 2015"	"Tue Mar 10 14:48:28 PDT 2015"	"Tue Mar 10 15:40:06 PDT 2015"	""	""	""	""	"[1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0]"	"18"	"28"	"20"	"31"	"[0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0]"	"[1,1,2,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,2,2,1,1,2,2,0,0,0,1,2,2,2,0,2,2,1,1,0,0,0,2,2,1,0,1,0,0,0,1,2,0,0,1,2,0,2,0,0,2,1,1,0,1]"	"[0,0,1,1,1,2,0,0,2,2,0,1,0,0,2,2,2,1,1,1,2,0,2,2,1,1,2,0,0,1,0,0,2,0,0,1,0,2,0,2,0,0,0,1,0,0,2,2,0,1,0,0,2,2,0,1,2,0,0,1,0,2,1,1,1,2]"	"[1,1,2,1]"	"250"	"0"	"0"	"""finding the different image"""	"""no"""	"""38"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"37ZHEEHM6WMQ5N94XNA4H4GIKTD37S"	"A1HUM99F4LJLPS"	"Approved"	"Wed Mar 11 07:30:48 PDT 2015"	"Tue Mar 10 14:39:46 PDT 2015"	"Tue Mar 10 14:50:48 PDT 2015"	"Tue Mar 10 15:40:06 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0]"	"16"	"24"	"26"	"24"	"[0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0]"	"[1,2,0,2,0,0,0,2,1,0,2,0,2,2,1,1,1,0,1,1,2,0,0,2,1,0,0,1,1,1,2,1,0,1,1,0,0,2,2,2,2,2,0,0,2,2,0,1,2,2,2,1,0,0,2,2,0,0,0,2,0,0,2,2,2,2]"	"[0,2,0,2,0,0,0,2,2,1,1,1,1,0,2,0,0,2,0,1,0,0,2,1,0,1,1,2,2,1,1,2,0,2,0,1,1,2,2,2,2,1,1,0,0,2,1,1,1,2,2,2,0,1,0,0,0,1,1,2,1,0,1,1,0,1]"	"[1,0,0,1]"	"250"	"0"	"0"	"""No idea, pattern recongnition"""	"""Not long to see the odd one out"""	"""51"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"37UQDCYH6XVAHWBNHXGA0Z81BD8V7J"	"A2XUSD4DG9YHT9"	"Approved"	"Wed Mar 11 08:25:38 PDT 2015"	"Tue Mar 10 15:43:20 PDT 2015"	"Tue Mar 10 15:45:38 PDT 2015"	"Tue Mar 10 15:46:38 PDT 2015"	""	""	""	""	"[1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1]"	"18"	"24"	"24"	"22"	"[1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0]"	"[0,2,1,0,2,2,0,0,2,1,2,1,1,2,0,1,0,2,2,1,0,2,0,2,2,0,2,2,0,0,2,1,0,1,2,0,1,2,0,1,1,2,0,1,0,2,1,0,0,0,2,0,1,0,2,0,1,0,1,0,2,1,2,1,2,2]"	"[0,1,1,1,0,0,0,0,0,0,2,2,1,0,2,0,2,0,2,0,0,0,0,2,1,2,1,1,2,0,1,0,2,1,0,0,2,2,2,2,1,1,2,0,1,0,1,2,2,1,2,2,2,1,2,0,1,1,0,0,0,2,0,2,2,0]"	"[0,2,2,0]"	"250"	"0"	"0"	"""Identifying pictures"""	"""no"""	""""""	""""""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3XCC1ODXDLBSU7ZL4CK6ZT0TVXOQRK"	"AQDOCXT1VPDVF"	"Approved"	"Wed Mar 11 08:31:22 PDT 2015"	"Tue Mar 10 15:43:08 PDT 2015"	"Tue Mar 10 15:51:22 PDT 2015"	"Tue Mar 10 15:54:11 PDT 2015"	""	""	""	""	"[0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0]"	"37"	"19"	"10"	"24"	"[0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1]"	"[1,2,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,2,1,1,0,1,0,0,2,1,0,1,1,0,1,1,2,1,1,0,1,1,1,2,0,0,1,0,0,0,2,0,2,1,2,0,2,1,1,1]"	"[0,0,2,2,2,2,2,1,1,1,0,0,1,0,2,2,2,2,0,1,1,0,0,2,0,0,2,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,1,1,0,1,2,1,2,2,2,0,1,2,0,2,2,1,1,1,2,0,1,0,0,1]"	"[0,0,2,2]"	"250"	"0"	"0"	""""""	""""""	"""49"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3FE7TXL1LINBQNI0PM55YLSLJ57Q24"	"A24H4D0R8B7LBM"	"Approved"	"Wed Mar 11 08:33:14 PDT 2015"	"Tue Mar 10 15:50:21 PDT 2015"	"Tue Mar 10 15:53:14 PDT 2015"	"Tue Mar 10 15:54:12 PDT 2015"	""	""	""	""	"[0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0]"	"23"	"21"	"22"	"31"	"[0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1]"	"[2,2,2,2,1,2,2,2,0,2,1,1,0,2,1,2,1,0,0,1,0,1,0,1,0,0,0,1,2,1,2,1,0,0,1,0,1,2,1,0,0,1,1,2,1,2,0,2,0,1,0,1,0,1,2,2,1,2,2,0,2,0,1,1,2,0]"	"[1,1,2,2,1,1,0,2,1,0,0,1,0,1,0,1,1,0,0,2,1,2,0,2,2,0,1,2,1,1,2,1,1,0,2,1,1,2,0,1,2,0,1,1,0,1,2,2,0,1,1,1,2,1,2,0,1,2,2,2,2,2,1,0,2,0]"	"[0,2,2,1]"	"250"	"0"	"0"	"""quick identification of which picture in a group was different"""	"""this was ... very hard"""	"""38"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3DIP6YHAPCSXFZUKWCJ6EVGAM2CE8K"	"ANKCM4EYXW96O"	"Approved"	"Wed Mar 11 08:33:27 PDT 2015"	"Tue Mar 10 15:47:04 PDT 2015"	"Tue Mar 10 15:53:27 PDT 2015"	"Tue Mar 10 15:54:39 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0]"	"19"	"21"	"26"	"32"	"[1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1]"	"[2,1,2,1,0,0,2,0,0,0,2,2,2,1,0,0,0,1,2,1,2,0,2,1,0,2,2,2,1,2,1,1,0,0,2,1,0,2,0,1,1,2,1,2,0,2,1,0,2,0,1,1,0,2,2,0,2,1,2,1,2,2,2,0,0,1]"	"[2,0,2,1,0,0,2,1,1,1,1,2,0,1,0,0,0,0,2,1,1,0,1,1,2,0,2,2,0,1,1,0,1,0,1,0,2,1,0,2,1,0,0,2,0,2,0,1,2,0,2,0,2,2,1,0,0,0,2,0,1,2,1,0,1,1]"	"[0,0,2,1]"	"250"	"0"	"0"	"""perception"""	"""very hard"""	"""43"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3YJ6NA41JBGQW7FTWUW8XXOSGK8JPU"	"A3MTAJHYHCIJK4"	"Approved"	"Wed Mar 11 08:33:39 PDT 2015"	"Tue Mar 10 15:48:37 PDT 2015"	"Tue Mar 10 15:53:39 PDT 2015"	"Tue Mar 10 15:54:39 PDT 2015"	""	""	""	""	"[1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0]"	"23"	"20"	"23"	"23"	"[0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1]"	"[0,2,1,2,2,0,1,2,0,2,1,0,2,0,2,1,1,0,2,2,1,0,2,0,1,2,0,1,2,0,0,1,2,1,0,2,1,0,2,1,2,0,1,0,2,2,1,0,1,2,1,0,2,0,1,1,1,2,1,1,1,0,2,1,0,2]"	"[1,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,2,1,1,2,1,2,2,1,0,0,0,2,1,0,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,1,2,1,2,1,1,1,2]"	"[0,1,2,2]"	"250"	"0"	"0"	"""identifying different things """	"""I often could not tell"""	"""38"""	"""f """
